course_id,course_gpa,valid_sections,total_graded,title,description,department
ARTHIS55,3.815742397137746,4.0,559.0,Disneyland,"From Dole Whips to roller coasters, the focus is on the innovations in industrial automation and manufacturing that made Disneyland’s attractions possible. Discusses fandom, guest experiences, operating procedures, technical and design patents, and how rides work.",ART HIS
ARTS1,3.8528259653049806,5.0,1787.0,ArtsCore,"An introduction to the arts in general, and to the arts at UCI. Concentration on (1) the interdisciplinary nature of the arts, and (2) the content of particular arts disciplines.",ARTS
ARTSH81,3.989795918367347,5.0,98.0,Improvisation and Modes of Research / Creative Expression,"Through immersion, readings, analysis, and observation, students are trained to recognize, build, and engage a set of “improvisatory” cognitive skills in order to enhance artistic creation, the generation of language, data analysis, and the application of the scientific method.",ARTS
ASIANAM100W,3.608433734939759,9.0,166.0,Research Methodologies for Asian American Studies,"Explores various research methodologies for Asian American Studies combining theoretical knowledge with field research. Goals: conduct field research about immigrants and refugees from Asia. Topics vary: migration and labor, assimilation and cultural preservation, cultural expressions in the diaspora.",ASIANAM
ASIANAM110,3.4918032786885247,3.0,61.0,Asian American Writers,"Literary analysis of Asian American writers' representations of issues of identity, class, history among others. Variety of literary forms—novel, poem, drama, essay—included in a study of a variety of Asian American ethnic groups.",ASIANAM
ASIANAM111,3.3962264150943398,3.0,53.0,Asian American History,Introduction to important themes in the history of people of Asian ancestry in the United States from the nineteenth century to the present.,ASIANAM
ASIANAM114,3.684931506849315,3.0,73.0,Topics in Asian American Film and Video,"Topics include histories of Asian American film and video, including documentaries, experimental, short subjects, feature-length independent film, and other forms of cinematic expression. Explores issues of identity (national, racial, gendered, among others).",ASIANAM
ASIANAM138,3.711864406779661,3.0,59.0,Race and Urban Space,"Examines how ethnic and racial processes shape and structure interactions in urban settings, such as schools, housing, employment, and public spaces, with attention to the international impact of globalization and postcolonial forces.",ASIANAM
ASIANAM150,3.5925925925925926,16.0,432.0,Special Topics in Asian American Studies,"Analyzes a variety of themes in Asian American Studies—identity, history, culture—from various interdisciplinary perspectives in humanities, arts, social sciences.",ASIANAM
ASIANAM151C,3.6564885496183206,6.0,131.0,Korean American Studies,"Explores the factors that have distinctly shaped the Korean American experience, including patterns of racial domination, the profile of immigrant flow, immigrant roles in the urban political economy, politics in Korea, and the role of the church.",ASIANAM
ASIANAM151D,3.736,5.0,125.0,Vietnamese American Studies,"Studies the resettlement of Vietnamese in the United States following their exodus from Southeast Asia. Topics include the Vietnam War, the 1975 evacuation, boat and land refugees, the shaping of Vietnamese communities, and Vietnamese American literature.",ASIANAM
ASIANAM151F,3.810055865921788,9.0,179.0,South Asian American Studies,"Examines and compares the experiences of South Asian immigrants in the U.S. over time. Looks at the economic, political, and social positions of the immigrants, with special emphasis on religious changes and the changes in the second and later generations.",ASIANAM
ASIANAM162,3.5934959349593494,5.0,123.0,Asian American Women,"Examines the representations and experiences of Asian American women from diverse perspectives. Explores the commonalities and differences among various groups of Asian American women, with particular focus on history, culture, values, and family roles.",ASIANAM
ASIANAM164,3.857142857142857,7.0,182.0,Topics in Intersectionality,"Topics include intersectional analysis of various themes related to ethnicity, gender, sexuality, and race within Asian American communities.",ASIANAM
ASIANAM166,3.5636363636363635,3.0,55.0,Race and Citizenship,"Explores historical and contemporary patterns of racialization in relation to citizenship. Topics may include racial categorization, immigration, and comparative racialization.",ASIANAM
ASIANAM50,3.140724946695096,10.0,938.0,Asian American Histories,Examines and compares diverse experiences of major Asian American groups since the mid-nineteenth century. Topics include origins of emigration; the formation and transformation of community; gender and family life; changing roles of Asian Americans in American society. Formerly ASIANAM 60A.,ASIANAM
ASIANAM51,3.5470383275261326,8.0,574.0,The U.S. and Asia,"Explores the historical and contemporary transnational linkages between the U.S. and regions in Asia and their resultant flows of people, goods, and ideas. Attention given to the role of militarism and processes of globalization, and the histories of cultural contact/conflict.",ASIANAM
ASIANAM52,3.3425742574257424,14.0,2020.0,Asian American Communities,"Examines the renewal of Asian immigration following World War II. Explores contemporary Asian American populations and communities in the U.S., and the impact of contemporary Asian immigration on the U.S. political economy and social order.",ASIANAM
ASIANAM53,3.4895678092399405,10.0,1342.0,Asian Americans and Race ,"Analyzes the Asian American experience in comparative perspective, which includes comparisons of different ethnic and racial groups, and across gender and class. Possible topics include labor, economy, politics, migration, nation, popular culture, gender, family, sexuality, and multiraciality.",ASIANAM
ASIANAM54,3.739065974796145,19.0,1349.0,Asian American Stories,"Examines stories from Asian American communities through literary texts and other media. Selected themes may include the following: dislocation/relocation, finding/inventing a usable past, poetics/politics in language, identities/ethnicities.",ASIANAM
ASIANAM55,3.8029134532990576,16.0,1167.0,Asian Americans and the Media,"Investigates popular representations of and cultural productions by Asian Pacific Americans and Asians in the Americas from the late-19th century to the present. Cultural media may include political cartoons, film/television, popular music, visual art, blogs/Web sites, and performance.",ASIANAM
BIOSCI10,2.9583333333333335,3.0,120.0,The Biology of Human Diseases,"Introduction to concepts of diagnosis, treatment, and prevention of major human infectious diseases. Covers some aspects of epidemiology. Scope and impact of infectious diseases in the present and past experiences in controlling infectious disease. Reviews biology of human organ systems.",BIO SCI
BIOSCI100,3.5019485580670304,45.0,11547.0,Scientific Writing,Designed to give an overview of the basic aspects of scientific writing relevant to reporting research in the Biological Sciences.,BIO SCI
